TMP_AR,TMP_EN,CENTER,Q233,Q244,Q256,Q326,GENDER,ACADEMIC,NATIONALITY,SECTOR,Dim1.1,Dim1.2,Dim2.1,Dim2.2,Dim2.3,Dim3.1,Dim3.2,Dim3.3,Dim3.4,Dim3.5,Dim3.6,Dim3.7,Dim3.8,Dim4.1,Dim4.2,Dim4.3,Dim4.4,Dim4.5,Dim4.6,Dim4.7,Dim4.8,Dim4.9,Dim4.10,Dim4.11,Dim4.12,Dim5.1,Dim5.2,Dim5.3,Dim6.1,Dim6.2,NPS,Unnamed: 42,Most_Unsat,Most_Sat,SERVICE
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,4.0,,,,1,5,1,1,4,4,2,3,4,4,4,4,4,4,4,4,4,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,,من اسبوعين اراجع ولمن تخلص المعامله,تعامل الموظفه اليوم,Q233_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,9.0,,لا شي,تعامل الموظفه,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,8.0,,,,1,5,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,8.0,,لاشي,تعامل الموظف,Q233_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,4,2,2,2,4,4,4,2,4,3,1,4,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,,عدم درايه الموظفين بالإجراءات,لاشي,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,5,1,1,4,4,3,3,4,4,4,4,4,4,4,2,4,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,,عدم معرفه الاجراء وذهابي من موظف ل موظف,لاشي,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,8.0,,,,2,7,1,2,4,4,5,1,4,4,3,3,2,2,3,4,3,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,7.0,,لاشي,سهوله الاجراء,Q233_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,2.0,,,,1,5,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,7.0,,لاشي,تعامل الموظف,Q233_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,4,1,3,3,3,3,4,4,3,3,4,3,4,4,4,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,8.0,,About system to much wait,Employee,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,5,5,5,2,5,4,5,5,5,5,5,5,5,5.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,3.0,1.0,1.0,0.0,,بعد التقديم على الخدمه يتبين انه المعامله ليست عند الشخص المتعامل معه  اسمه ابوالحمام ،ولكن المعامله عند المدير العام  وعند المدير لم أتعامل بشكل جيد  بعد كل هذا التعطيل ، يجب أن يكون هناك وضوح في اجراء المعاملة,غير سعد ابدا  مستوفي الشروط ولا يوجد نتيجه ، وعود باطله,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,4,5,1,5,4,5,5,5,5,5,5,4,5.0,5.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,3.0,1.0,1.0,0.0,,يتم تقديم على الطلب ودفع الرسوم ولايوجد نتيجه ، تكرار الزيارت بغير فائده ، الموظفين ممتازين لكن المشكلة في الإدارة،  زحمه عند التسجيل لرؤيه المدير  من السادسة صباحا حيث  يأتي مرتين في الاسبوع ، جعل الاولويه لاصحاب برنامج  المنح،,لاشي يسعدني بالنسبه للاجراء ، عدم حل المشاكل فا تتكرر الزيارات ف تزداد الزحمه بدون فائدة,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,8.0,,,,1,7,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,9.0,,.,،,Q233_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,3,3,4,4,4,1,4,4,4,5,5,5,5,1,4,5.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,6.0,,زحمه للوصول للكاونتر . باركنات مشكلة دائما مزدحمه ، مشاكل في السيستم لإنجاز الخدمه ، إجراءات معقده جدا بعد التقديم على الخدمه، عدم معرفه الشخص المعني لحل الإشكالية ف يضيع وقت في الانتظار,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,1,4,4,4,5,5,5,3,4,5,5.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,5.0,,تعقيد الاجراء في  بعض المعاملات,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,7,3,3,5,5,5,2,5,5,3,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,8.0,,الباركنات جدا صعبه,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,5,5,5,3,5,4,4,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لايوجد,قبول طلب الاعفاء,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,.,تعامل الموظفييز,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,3,4,1,5,4,2,5,4,5,5,5,5,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,7.0,,مشكله ف الاون لاين عند رفع الملفات، مشكله في مقابله المهندسين اون لاين احيانا لايلتزمون . يرجى العمل على السيستم بحيث يكون أسلس ، موظفو الاستقبال يجب أن يلمو بكافه الخدمات  ، المهم ان تنجز الخدمه ولاتكون فيها عاقله,،,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,1,3,5,1,5,5,5,5,5,5,5,4,4,5.0,5.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,,رسوم مبالغ فيهابالنسبه للخدمات بعضها كان ب ??? تح ل ل ???. عدم التمكن من الوصول للموظفين الأبواب مغلقه بحجه الانشغال ، تم تقديم بلاغ لحل المشكله لاكن لايوجد استجابه من الموظفيين الاداريين، أسلوب غير لائق في التعامل في قسم المخالفات او البلاغات,غير سعيد، يرجى توفير الرد على الاتصال بشكل فعال او عن طريق الاون لاين خاصه لاصحاب الدوامات,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,2,5,1,1,2,2,4,1,2,2,2,5,5,5,5,3,5,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,,تأخرتسليم  الأرض بعد الحصول على الموافقه من الإسكان، تأخر الاجراء جدا تسع شهور . تعامل المدراء جدا سئ حصرا قسم المنح.   عدم توفر الرد عن طريق الاون لاين او الاتصال مع العلم اننا في الدوام في أبوظبي,لايوجد,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,1,7,1,1,3,4,3,2,5,4,4,5,5,5,5,2,4,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,6.0,,تكرار الزيارات لإنجاز الطلب. وقت طويل لوصول الطلب للمهندس،,،,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,2,7,1,1,3,1,4,4,4,3,4,5,5,4,3,5,5,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,6.0,,تأخر في انجاز الطلب وتكرار القدوم للحصول على تقدم في الخدمه,.,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,2,1,4,1,5,1,5,5,5,5,5,3,5,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,,عدم وضوح الشاشه يفضل ان يكون ستاندوتجون اكبر. مكانه استخراج التكت بعض الأحيان لاتعمل. مقابلات الاون اللحين مع المهندسين جدا سيئه لايوجد فيها التزام من قبلهم.,غير سعيد من قسم سعاده المتعاملين والكول سنتر غير فعال ابدا ، عدم زياره المفتش للموقع مع انه رفع تقرير بالزيارة,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,2,2,4,1,4,2,4,5,5,4,3,5,4,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,,قسم التراخيص جدا مشاكل ، السيستم فيها مشاكل والموظفين أيضا،  وكل شي يرموه على الدعم الفني ، والمعاملات تأخد وقت طويل جدا  بحجه الدعم الفني  مشاكل في الايميل تغلق الطلبات بعد ? ايام مثلا وهم يقولو سوف يغلق الطلب خلال ?? يوم عمل,لايوجد شي ، بعض الموظفين ممتازين وبعضهم تحت الصفر اسلوبهم وتعاملهم، الاستاذه ليلى في قسم التراخيص اشكرها جدا رقمها 23,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,1,7,4,3,3,2,3,2,4,2,3,3,4,4,4,3,3,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,6.0,,Not getting a proper comments on the first rejection and keep changing the document required for getting the thing approved,The option to directly Interact with the officers the customer happiness centre landlines,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,3,5,1,5,2,5,5,5,5,5,5,5,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,,،,تعامل الموظف,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,1,1,4,4,4,1,4,4,4,4,5,5,5,5,5,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لاشي,تعاملهم,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,6.0,,,,2,5,1,1,4,4,4,2,4,3,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,10.0,,.,.,Q233_6
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,3,3,3,2,4,1,4,2,4,5,5,5,4,4,4,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,6.0,,حصرا قسم الدعم الفني : التعامل مع الدعم الفني جدا صعب وتعامل بأسلوب سيئ  وبطئ في الاجراء يسبب مشاكل لنا كا استشاريين,بالمجمل في المبنى جيدين وفي الكاونترات ، لكن في قسم الدعم الفني تقييمي لهم جدا سيئ يسبب لنا خسارة وقت ومال وجهد,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,8,4,3,5,5,4,1,5,5,4,5,5,5,4,4,5,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,7.0,,Violations managing have many problems.  Toomuch delayed.,Works with municipality now quick and happy.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,4,3,4,2,5,5,5,3,5,5,4,5,5,5,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,10.0,,.,.,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,1,5,1,1,4,4,3,3,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,10.0,,لاشي,تعامل الموظف,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,1,7,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,لاشي,تعامل الموظفين,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,6.0,,,,1,8,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,10.0,,لاشي,تعامل الموظفين,Q233_6
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,9.0,,لاشي,تعامل الموظف,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,3,3,4,4,3,2,4,4,4,4,4,3,3,2,4,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,7.0,,رسوم الخدمات,_,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7.0,,,,2,7,3,3,4,4,4,2,4,4,4,4,3,4,4,4,4,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,8.0,,عدم توفر مواقف,تعامل الموظفه وانجازها للمعامله بسرعه,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,4,4,2,4,4,4,3,4,2,2,4,3,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,,لم يتم انجاز المعامله,لاشي,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,7.0,,طالبين اوراق ما نقدر نجيبها,اسلوب الموظفه,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,7,1,1,4,4,4,2,4,4,4,4,4,3,3,4,4,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,7.0,,لا شي,تعامل الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,10.0,,لاسي,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,7,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,9.0,,رسوم الخدمه,تعامل الموظفه,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,1,4,4,2,3,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,8.0,,اذا تم رفض المعامله لاترجع الرسوم,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,8.0,,,,1,5,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,8.0,,رسوم المعامله,تعامل الموظف,Q233_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,8.0,,,,1,7,1,3,4,4,2,2,4,4,4,4,4,4,3,3,4,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,7.0,,لاشي,تعامل الموظفين,Q233_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,3,3,4,4,4,3,4,4,4,4,3,3,3,2,4,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,7.0,,عدم. انجاز معاملتي,تعامل الموظفه,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,1,1,4,4,4,1,4,4,4,4,1,2,2,3,4,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,8.0,,عدم توفر مواقف ورسوم المعاملات,_,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,10.0,,لاشي,تعامل الموظفه,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,7,3,3,4,4,4,2,4,4,4,4,4,4,3,4,4,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,8.0,,لاشي,تعامل الموظفه,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,8.0,,رسوم المعامله,تعامل الموظفه,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1.0,,,,1,7,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,8.0,,من سنه والى الان الاجراء ما خلص,تعامل الموظفه,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,4,4,4,2,4,4,4,4,4,4,3,4,4,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,6.0,,عدم انجاز معاملتي,توفر موقف,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,3,3,4,4,4,1,4,4,4,4,4,4,3,4,4,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,,عدم توفر مواقف وعطل بالطابعه وزياده الرسوم,_,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,عدم معرفه الموظفين بالإجراءات المطلوبه,لاشي,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,6.0,,,,1,7,1,1,4,4,4,3,4,4,4,4,4,4,3,4,4,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,لاشي,تعامل الموظفين وسرعه الإنجاز,Q233_6
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,1,1,4,4,1,1,4,4,5,4,4,4,3,2,4,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,,عدم انجاز المعامله من سنه واليوم يقولون المعامله مش عندنا روحي المحكمه,لاشي,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,5,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,8.0,,عدم توفر المواقف,تعامل الموظف,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,4,4,1,4,4,3,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,7.0,,عدم توفر مواقف وارتفاع الرسوم,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,2,5,1,1,4,4,4,1,4,4,4,4,2,4,4,2,4,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,7.0,,عدم توفر مواقف والانتظار وتشوف الموظفين ماعندهم عملاء,لاشي,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,1,5,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,9.0,,لاشي,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9.0,,,,2,7,1,1,4,4,4,1,4,4,4,4,4,4,3,3,4,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,9.0,,عدم توفر المواقف,_,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3.0,,,,1,8,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,8.0,,لاشي,تعامل الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,6.0,,,,1,7,3,3,4,4,5,5,5,4,4,5,5,5,5,4,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,10.0,,توضيح طريقه الأول لاين بالنسبه للخدمات حيث غير واضحه التسميات يرجى توضيح كل خيار على حده ، او تمكين مكاتب الطباعه من الخدمه بعضهم غير متمكن ولاتعلم ليس ليس لديه خبره  توفير كاونترات للطباعة متخصص في خدمات البلديه  لانني عند التقديم على الخدمه اضطر للبحبث خارج عن مكتب يعرف طرق التقديم على خدمات البلديه، توضيح انه الخدمه متاحه ماقبل التقديم عليها,تعاملهم,Q233_6
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,4.0,,,,1,5,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,8.0,,.,.,Q233_4
