TMP_AR,TMP_EN,CENTER,Q233,Q244,Q256,Q326,GENDER,ACADEMIC,NATIONALITY,SECTOR,Dim1.1,Dim1.2,Dim2.1,Dim2.2,Dim2.3,Dim3.1,Dim3.2,Dim3.3,Dim3.4,Dim3.5,Dim3.6,Dim3.7,Dim3.8,Dim4.1,Dim4.2,Dim4.3,Dim4.4,Dim4.5,Dim4.6,Dim4.7,Dim4.8,Dim4.9,Dim4.10,Dim4.11,Dim4.12,Dim5.1,Dim5.2,Dim5.3,Dim6.1,Dim6.2,NPS,Unnamed: 42,Most_Unsat,Most_Sat,SERVICE
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3,1,5,1,1,3,4,3,2,4,3,4,3,5,2,4,1,4,4,4,4,4,3,4,4,4,1,4,4,3,4,3,3,2,3,3,,الانتظار,الجو بارد,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,1,7,4,1,3,2,5,5,5,3,4,3,5,5,5,4,5,5,4,4,4,4,3,3,4,4,4,4,5,3,3,3,4,5,10,,It was hard because the agents on WhatsApp only spoke arabicbut I was able to use friends to communicate,I was able to ask questions over whatsapp,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1,1,7,1,1,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,10,,الباركنات فيها مشكله مزدحمه,تعامل بشكل عام وسرعه في الانجاز,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11,,,1,5,3,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لا,اسلوب وتعامل الموظف,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11,,,1,5,1,3,5,5,5,2,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,9,,الأفضل وجود تقديم المعاملات والدفع اونلاين بدلًا الازدحام  وبعد المسافة للبعض + رسوم التأمين عالية جدًا,الاستقبال وإنجاز المعاملة,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1,,,1,7,3,3,3,4,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لا,إنجاز المعاملة,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7,,,,1,7,1,1,3,3,4,3,4,4,4,4,4,3,4,3,4,4,3,3,4,4,3,3,3,3,4,2,4,3,3,3,2,2,4,,عدم انجاز المعامله,تعامل الموظفين,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7,,,,2,5,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,2,4,4,4,3,4,4,8,,رسوم الاجراء,تعامل الموظفين,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,7,,,,1,7,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,8,,رسوم الخدمات ومواقف السيارات,تعامل الموظفين,Q233_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,8,,,,1,7,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,9,,لاشي,تعامل الموظف,Q233_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,2,,,,1,5,1,1,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,8,,المواقف,تعامل الموظفين,Q233_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,4,,,,1,7,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,4,3,4,4,9,,الرسوم,تعامل الموظف,Q233_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,7,1,3,4,4,4,1,4,2,3,3,5,4,2,4,4,5,5,5,5,4,4,4,3,3,5,5,5,4,4,4,4,4,7,,"عدم توفر الخدمه اون لاين ( طلب شهاده عدم زواج).. الباركنات بعيده ومتعبه ، الوقت الطويل أثناء انتظار القاضي ، يرجى توفير شفت مسائي","تعامل الموظفات، توفر خدمه واتس اب",Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4,1,5,1,1,4,4,4,1,4,3,3,4,5,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,الباركنات صعبه,تعامل الموظفين,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1,2,7,1,1,5,5,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,,الباركنات,"تعامل الموظفين، يرجى توفير شفت مسائي",Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1,2,7,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,10,,لايوجد جزاهم الله خير,تعامل الموظفيين,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1,1,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,,لايوجد,تعاملهم بشكل عام,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3,1,7,3,3,4,4,4,3,5,4,5,4,5,5,4,4,5,5,4,5,5,4,3,4,4,4,5,3,4,4,4,5,5,5,9,,لا شئ,قسم الكاتب العدل,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1,2,7,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,10,,لايوجد,الموظفيين,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,1,5,1,1,4,4,4,4,4,3,5,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,,لايوجد,التعامل طيب,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,,لايوجد,التعامل,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3,1,5,1,1,2,4,3,1,4,3,4,3,4,4,4,3,3,4,2,3,1,1,5,3,1,1,4,1,2,2,1,3,1,1,5,,لاشي,استماع لي أراء الناس وتعديل السلبيات,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3,1,7,1,1,4,4,4,1,4,3,4,3,5,3,4,1,3,4,3,3,3,2,2,3,3,3,5,1,4,4,3,3,3,3,8,,"الرسوم مبالغ فيها تقرير طبي ??? درهم. الإجراءات معقده بعض الشي في قسم المواريث، عدم توفر مصلى",تعاملهم,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4,1,5,1,1,4,4,5,2,5,4,5,3,4,4,4,4,4,5,4,4,5,5,4,4,4,4,5,4,5,3,4,4,4,4,9,,لايوجد بارك الله فيكم,تعامل الموظفيين,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3,2,5,1,1,5,5,4,4,4,3,5,4,5,4,5,5,3,4,4,4,4,4,4,4,4,4,4,1,1,4,3,4,4,4,9,,"انطالب بتقليل الرسوم ، باركنات صعبه ،تحديث مكينات الدفع",تعامل الموظفين,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,8,,لايوجد,"،",Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,3,4,4,5,5,3,3,3,4,4,4,4,7,,"،","،",Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1,1,7,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لا شي,سرعة الاستجابة و الانجاز,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,7,1,1,4,4,4,3,5,4,5,4,5,5,3,4,4,5,3,4,4,3,2,4,3,3,5,3,5,5,5,5,4,4,7,,.,.,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,5,1,1,4,4,3,4,4,4,4,3,5,4,4,2,4,4,4,4,4,3,3,3,3,3,5,2,5,4,4,4,4,4,9,,"الرسوم.  والانتظار اثناء اجراء الخدمة  ، والباركنات","،",Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,5,3,1,4,4,3,3,2,4,5,4,4,4,5,1,4,4,5,4,5,5,5,5,5,4,4,2,3,4,5,4,5,4,5,,و لا شيء,كل شي تمام,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1,1,7,3,1,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,3,3,3,3,5,3,5,5,5,5,5,5,10,,لايوجد. لكن لاتوجد خدمه شحن الاجهزة,كل شي ممتاز,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3,2,7,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,9,,"تخفيض نسبه رسوم مطالبة الحقوق ، تحديد نسبه رسوم المحامى ضبط الموضوع ، تعديل بعض قوانين الحقوق حيث بعضها تسقط بمرور الوقت وهذا يضيع الحقوق، توفير قضاة تركات حيث عددهم قليل ،","،",Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,5,1,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,8,,"الباركنات ، الرسوم مبالغ فيها",تعاملهم,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,1,5,1,1,4,4,5,2,5,3,5,4,5,4,4,3,3,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,9,,باركنات,"،",Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4,1,7,1,1,5,5,5,5,5,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,10,,لايوجد,تعامل الموظفيين والسرعه في الانجاز,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,1,5,1,1,4,4,4,4,4,4,5,4,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,,لايوجد,تعامل الموظفات,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,5,3,1,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,,.,.,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,5,1,1,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,4,8,,لايوجد,تعامل الموظفيين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3,2,5,1,1,3,3,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4,5,5,5,5,1,1,8,,"تعقيد معاملات حصر الإرث،  اختلاف المتطلبات بين إمارة وامارة بين راس الخيمه وابوظبي ، طلب القاضي لمستتدات معينه وعند توفيرها لا تستخدم او يطلب غيرها ، تسهيل الأمور للأرامل والايتام في إجراءات التركه خاصه عندما تحدث اكثر من وفاة فا تتعقد الأمور وتدخل ناس جديده في الإرث مما يزيد الأمر تعقيد وصعوبه",تعامل الموظفيين,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7,,,1,7,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,10,,لا,الموظفين متعاونين,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11,,,1,7,1,1,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,5,9,,تأخير,الموظفين,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2,,,1,7,4,3,4,3,4,5,5,4,5,5,5,5,5,5,4,5,4,5,5,4,5,4,4,4,5,4,5,5,5,4,5,5,9,,Penalty imposed by PSD for debris issue without prior warning,Faster response with cordial behaviour,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,5,1,1,4,4,4,1,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,10,,يفضل يكون في شفت ثاني للدوام,جزاكم الله خير,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,2,7,1,1,5,5,5,3,5,1,5,1,5,1,5,5,3,5,4,4,5,5,5,5,5,5,4,4,4,4,4,4,5,4,5,,"المبنى بشكل عام غير حديث يحتاج تجديد  هو واجهه مهمه يجب ان تكون جدا راقيه ومرتبه وحديثه. المرافق الصحيه غير جيده ابدا اقصد الحمامات ومكانها غير صحيح في الأعلى كا شخص كبير في السن لايستطيع الصعود وشكلها جدا سئ  ، يرجى توفير مكان مناسب للصلاه بعض الناس تجلس فترات طويله يجيب توفير مسجد للرجال والنساء ، لوحات الأرقام غير واضحه وصوتها مزعج جدا للموظف قبل المتعامل ، يرجى توفير شاشات اكبر وأكثر وضوح لها وميض يلفت المتعامل حيث أن الصوت جدا مزعج ، الاهتمام اكثر في أمر الضيافه والنظافه بشكل عام",تعامل الموظفين,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,,المبنى يحتاج الكثير من العمل والتجديد ونظام التبريد فتره الظهيرة غير جيد,الخدمات المقدمه,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,4,3,4,4,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,.,.,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,3,1,3,4,5,1,5,2,3,1,4,3,4,4,4,3,3,4,4,4,4,3,3,3,5,4,4,3,4,4,3,4,6,,.,"،",Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,5,1,1,4,4,4,1,4,2,4,4,4,4,4,4,4,4,4,4,3,2,4,3,3,3,5,3,4,4,3,3,3,3,7,,"توفير باركنات بطريقه افضل لجميع الفئات حيث اني لااستطيع المشي بشكل جيد بسبب وض. صحي ، مشكله تأخر الرد عند التواصل معهم عن طريق الواتس",.,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,5,1,3,4,4,4,4,4,5,5,5,5,4,5,5,5,4,5,4,5,4,4,4,4,4,4,5,5,5,4,4,5,4,10,,.,.,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3,,,,1,5,1,1,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,,لا يوجد,تعامل الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,6,,,,1,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لايوجد,الاستقبال الموظفين,Q233_6
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,1,7,3,3,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,2,4,4,5,5,8,,مواقف السيارات,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,1,8,3,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,4,4,5,4,4,5,3,3,4,4,8,,لا يوجد,انجاز المعاملة,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3,,,,1,5,3,1,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,5,5,10,,لا يوجد,سرعة انجاز المعاملة,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3,,,,1,7,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لا يوجد,سرعه إنجاز المعاملة,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3,,,,1,8,3,1,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لا يوجد,معاملة الموظفين في استقبال الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,3,,,,1,5,1,1,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,2,4,2,2,5,3,5,4,3,3,3,3,7,,تأخر إنجاز المعاملة,معاملة الموظفين,Q233_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,9,,,,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4,9,,لا يوجد,تعامل الموظفين,Q233_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1,,,,2,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لا يوجد,الاستقبال,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1,,,,1,5,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,2,1,2,2,2,5,1,5,1,3,3,2,2,2,,عرقلة الأمور وعدم إنجاز المعاملةايضا بعد المراجعة مع المدير,بعض الموظفين,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,2,1,,,,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لا يوجد,استقبال  الموظفين بصدرٍ رحب,Q233_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,2,7,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,Nothing wrong happened,Everything is good and quick,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4,2,8,1,1,5,5,5,1,5,5,4,5,5,5,5,2,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,4,3,9,,مواقف السيارات بعيدة ومزدحمة,المعاملة طيبة والموظفات لديهم إيجابية,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2,1,5,1,1,5,5,5,2,5,4,4,3,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,9,,مواقف السيارات مزدحم وأرجو إيجاد مواقف أخرى تكون أقرب للمركز,الاهتمام براحة العميل,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,5,4,3,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,,"انتظار طويل علشان يشوف القاضي جدا متعب،",تعامل الموظفين,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,2,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,8,,Nothing,I come every time and my problem Sourt out,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,,Nothing,.,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4,1,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,5,4,5,4,4,4,5,5,10,,"طلب خلاصه القيد في عقود الزواج ليس لها حاجه يرجى العمل على إلغاء الطلب، الباركنات الداخليه والخارجيه مزدحمه",تعامل الموظفيين,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4,5,5,5,5,5,5,5,10,,لا شيء,التعامل الجيد ووسائل التواصل جيدة,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,3,1,3,3,4,2,4,3,3,3,5,5,4,3,5,5,3,3,4,3,4,4,4,3,5,5,5,5,5,5,5,5,6,,بعض الموظفين معاملتهم سيئة ولا يحاولون ان يفهموا العميل,المكان نظيف ولائق,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,4,,2,7,3,3,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,3,5,5,3,5,5,5,5,5,5,5,5,9,,الورقيات الذائدة,تعامل الموظفين الجيد,Q256_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,1,,1,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,Nothing,The service is so fast,Q256_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,2,7,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,,لاشي,موظفين كتيرخدمه ممتازه,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,,لاشي,.,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,4,1,3,3,3,3,3,3,5,3,4,3,3,2,3,5,5,5,5,5,3,3,3,3,3,5,5,4,4,4,3,3,5,,.,.,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,3,,,3,,1,7,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,,.,.,Q256_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1,,,1,7,4,3,4,4,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,9,,Nothing,Staff is very good,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1,,,1,7,3,3,4,4,5,3,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,4,3,3,4,4,2,4,4,4,5,5,9,,طريقه الدفع,تعامل الموظفين,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11,,,1,7,1,3,3,3,4,2,4,4,3,4,3,4,3,2,4,3,3,2,2,2,3,2,2,2,4,3,3,3,3,3,2,2,5,,عدم انهاء الخدمه,لاشي,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1,,,1,7,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,4,4,4,7,,غير متاح الدفع اون لاين,تعامل الموظفه,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11,,,1,5,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,9,,لاشي,تعامل الموظفين,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11,,,1,7,1,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,9,,التأخير,تعامل الموظف,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9,,,1,7,3,2,4,4,5,1,4,4,5,5,5,5,5,3,5,5,5,5,5,4,4,4,4,3,5,4,5,4,5,4,5,4,10,,التواصل مع خدمه العملاء غير سريع,تعامل الموظف,Q244_9
